trial,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
5,2300469,127,0.00,1,255,2263
5,2351225,127,60.00,3,180,2266
5,2401633,127,60.00,3,180,2264
5,2452046,127,120.00,3,180,2263
5,2502462,127,120.00,3,180,2262
5,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
6,1039264,127,0.00,0,0,2339
6,1089771,127,30.00,2,127,2263
6,1140199,127,30.00,2,127,2263
6,1190613,127,60.00,2,127,2264
6,1241020,127,90.00,2,127,2264
6,1291427,127,90.00,2,127,2264
6,1341831,127,90.00,2,127,2265
6,1392230,127,90.00,2,127,2261
6,1442654,127,120.00,2,127,2264
6,1493050,127,90.00,2,127,2267
6,1543781,127,120.00,2,127,2264
6,1594195,127,120.00,2,127,2264
6,1644595,127,120.00,2,127,2262
6,1695011,127,120.00,2,127,2266
6,1745438,127,120.00,2,127,2264
6,1795836,127,120.00,2,127,2266
6,1846255,127,120.00,2,127,2267
6,1896660,127,120.00,2,127,2263
6,1947078,127,120.00,2,127,2263
6,1997483,127,90.00,2,127,2262
6,2047905,127,120.00,2,127,2266
6,2098318,127,150.00,2,127,2265
6,2148738,127,120.00,2,127,2267
6,2199459,127,90.00,1,255,2266
6,2249853,127,60.00,1,255,2263
6,2300265,127,30.00,1,255,2266
6,2350670,127,0.00,1,255,2265
6,2401398,127,60.00,3,180,2266
6,2451798,127,90.00,3,180,2260
6,2502179,127,150.00,3,180,2270
6,2552569,127,120.00,3,180,2267
6,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
7,1039252,127,0.00,0,0,2339
7,1089755,127,0.00,2,127,2264
7,1140174,127,30.00,2,127,2263
7,1190608,127,60.00,2,127,2264
7,1241026,127,90.00,2,127,2259
7,1291441,127,60.00,2,127,2264
7,1341855,127,120.00,2,127,2265
7,1392272,127,90.00,2,127,2266
7,1442688,127,90.00,2,127,2263
7,1493094,127,120.00,2,127,2265
7,1543827,127,120.00,2,127,2264
7,1594220,127,120.00,2,127,2263
7,1644641,127,120.00,2,127,2263
7,1695060,127,120.00,2,127,2262
7,1745472,127,120.00,2,127,2275
7,1795900,127,120.00,2,127,2266
7,1846323,127,120.00,2,127,2264
7,1896761,127,120.00,2,127,2266
7,1947147,127,90.00,2,127,2262
7,1997567,127,120.00,2,127,2272
7,2047994,127,120.00,2,127,2265
7,2098436,127,120.00,2,127,2266
7,2148841,127,120.00,2,127,2265
7,2199518,127,90.00,1,255,2259
7,2249923,127,60.00,1,255,2262
7,2300316,127,0.00,1,255,2270
7,2351042,127,30.00,3,180,2264
7,2401445,127,120.00,3,180,2265
7,2451815,127,120.00,3,180,2263
7,2502208,127,120.00,3,180,2268
7,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
8,1039261,127,0.00,0,0,2339
8,1089776,127,30.00,2,127,2265
8,1140200,127,30.00,2,127,2263
8,1190616,127,60.00,2,127,2262
8,1241037,127,90.00,2,127,2266
8,1291461,127,90.00,2,127,2267
8,1341882,127,120.00,2,127,2265
8,1392328,127,90.00,2,127,2273
8,1442759,127,90.00,2,127,2264
8,1493178,127,120.00,2,127,2263
8,1543910,127,120.00,2,127,2265
8,1594328,127,90.00,2,127,2265
8,1644729,127,120.00,2,127,2264
8,1695136,127,120.00,2,127,2263
8,1745555,127,120.00,2,127,2265
8,1795983,127,90.00,2,127,2262
8,1846388,127,120.00,2,127,2266
8,1896808,127,120.00,2,127,2266
8,1947221,127,120.00,2,127,2265
8,1997623,127,120.00,2,127,2263
8,2048029,127,90.00,2,127,2263
8,2098452,127,120.00,2,127,2261
8,2148857,127,90.00,2,127,2266
8,2199553,127,120.00,1,255,2262
8,2249946,127,60.00,1,255,2265
8,2300342,127,60.00,1,255,2261
8,2350730,127,0.00,1,255,2262
8,2401455,127,30.00,3,180,2263
8,2451838,127,90.00,3,180,2264
8,2502222,127,120.00,3,180,2262
8,2552631,127,120.00,3,180,2264
8,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
9,1039243,127,0.00,0,0,2333
9,1089763,127,0.00,2,127,2266
9,1140165,127,60.00,2,127,2264
9,1190590,127,30.00,2,127,2263
9,1240998,127,60.00,2,127,2264
9,1291417,127,90.00,2,127,2263
9,1341818,127,90.00,2,127,2266
9,1392208,127,90.00,2,127,2263
9,1442636,127,120.00,2,127,2264
9,1493027,127,90.00,2,127,2263
9,1543754,127,120.00,2,127,2265
9,1594167,127,120.00,2,127,2263
9,1644590,127,120.00,2,127,2262
9,1695001,127,120.00,2,127,2267
9,1745427,127,120.00,2,127,2262
9,1795848,127,120.00,2,127,2265
9,1846249,127,90.00,2,127,2261
9,1896663,127,120.00,2,127,2265
9,1947084,127,120.00,2,127,2265
9,1997505,127,90.00,2,127,2271
9,2047911,127,120.00,2,127,2265
9,2098321,127,120.00,2,127,2264
9,2148748,127,90.00,2,127,2265
9,2199165,127,120.00,2,127,2264
9,2249886,127,90.00,1,255,2261
9,2300263,127,30.00,1,255,2263
9,2350632,127,0.00,1,255,2260
9,2401370,127,30.00,3,180,2265
9,2451788,127,120.00,3,180,2264
9,2502181,127,120.00,3,180,2262
9,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
10,1039256,127,0.00,0,0,2334
10,1089760,127,0.00,2,127,2267
10,1140178,127,60.00,2,127,2266
10,1190585,127,60.00,2,127,2264
10,1240980,127,60.00,2,127,2265
10,1291401,127,120.00,2,127,2261
10,1341807,127,90.00,2,127,2261
10,1392229,127,90.00,2,127,2266
10,1442645,127,120.00,2,127,2263
10,1493038,127,120.00,2,127,2260
10,1543769,127,120.00,2,127,2267
10,1594179,127,90.00,2,127,2265
10,1644593,127,90.00,2,127,2263
10,1695005,127,120.00,2,127,2266
10,1745432,127,90.00,2,127,2264
10,1795834,127,120.00,2,127,2263
10,1846245,127,90.00,2,127,2264
10,1896668,127,120.00,2,127,2269
10,1947101,127,120.00,2,127,2265
10,1997531,127,120.00,2,127,2263
10,2047940,127,120.00,2,127,2260
10,2098370,127,90.00,2,127,2262
10,2148772,127,120.00,2,127,2265
10,2199193,127,90.00,2,127,2265
10,2249904,127,120.00,1,255,2262
10,2300326,127,30.00,1,255,2267
10,2350725,127,30.00,1,255,2264
10,2401104,127,0.00,1,255,2264
10,2451849,127,30.00,3,180,2263
10,2502257,127,90.00,3,180,2261
10,2552675,127,120.00,3,180,2265
10,2603077,127,120.00,3,180,2264
10,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
11,1039258,127,0.00,0,0,2337
11,1089769,127,0.00,2,127,2264
11,1140176,127,60.00,2,127,2261
11,1190601,127,60.00,2,127,2263
11,1241003,127,60.00,2,127,2265
11,1291431,127,60.00,2,127,2265
11,1341841,127,120.00,2,127,2265
11,1392249,127,90.00,2,127,2262
11,1442658,127,90.00,2,127,2263
11,1493076,127,120.00,2,127,2262
11,1543799,127,120.00,2,127,2265
11,1594187,127,120.00,2,127,2266
11,1644590,127,90.00,2,127,2263
11,1695001,127,90.00,2,127,2267
11,1745420,127,120.00,2,127,2266
11,1795853,127,90.00,2,127,2266
11,1846269,127,90.00,2,127,2267
11,1896700,127,120.00,2,127,2267
11,1947100,127,90.00,2,127,2264
11,1997504,127,90.00,2,127,2265
11,2047924,127,120.00,2,127,2264
11,2098356,127,90.00,2,127,2262
11,2148773,127,120.00,2,127,2264
11,2199183,127,120.00,2,127,2264
11,2249893,127,90.00,1,255,2263
11,2300310,127,60.00,1,255,2267
11,2350723,127,30.00,1,255,2263
11,2401138,127,0.00,1,255,2264
11,2451880,127,60.00,3,180,2265
11,2502285,127,90.00,3,180,2265
11,2552701,127,150.00,3,180,2267
11,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
12,1039256,127,0.00,0,0,2333
12,1089766,127,0.00,2,127,2266
12,1140185,127,60.00,2,127,2263
12,1190603,127,60.00,2,127,2262
12,1241039,127,60.00,2,127,2266
12,1291461,127,120.00,2,127,2265
12,1341879,127,90.00,2,127,2265
12,1392316,127,120.00,2,127,2265
12,1442761,127,90.00,2,127,2267
12,1493169,127,120.00,2,127,2266
12,1543891,127,120.00,2,127,2265
12,1594318,127,120.00,2,127,2264
12,1644772,127,120.00,2,127,2267
12,1695185,127,120.00,2,127,2265
12,1745625,127,120.00,2,127,2266
12,1796035,127,120.00,2,127,2262
12,1846457,127,120.00,2,127,2265
12,1896878,127,120.00,2,127,2263
12,1947287,127,120.00,2,127,2265
12,1997706,127,90.00,2,127,2264
12,2048129,127,120.00,2,127,2265
12,2098565,127,90.00,2,127,2266
12,2148976,127,120.00,2,127,2266
12,2199704,127,120.00,1,255,2264
12,2250104,127,30.00,1,255,2265
12,2300507,127,30.00,1,255,2261
12,2350922,127,0.00,1,255,2263
12,2401669,127,30.00,3,180,2261
12,2452083,127,90.00,3,180,2266
12,2502500,127,120.00,3,180,2259
12,2552924,127,120.00,3,180,2265
12,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
13,1039253,127,0.00,0,0,2334
13,1089762,127,30.00,2,127,2266
13,1140179,127,30.00,2,127,2265
13,1190602,127,60.00,2,127,2264
13,1241002,127,60.00,2,127,2262
13,1291430,127,90.00,2,127,2264
13,1341834,127,90.00,2,127,2263
13,1392258,127,90.00,2,127,2266
13,1442672,127,90.00,2,127,2263
13,1493097,127,120.00,2,127,2261
13,1543849,127,90.00,2,127,2266
13,1594278,127,120.00,2,127,2264
13,1644702,127,120.00,2,127,2264
13,1695106,127,120.00,2,127,2264
13,1745531,127,90.00,2,127,2261
13,1795946,127,120.00,2,127,2264
13,1846366,127,90.00,2,127,2263
13,1896792,127,90.00,2,127,2266
13,1947198,127,90.00,2,127,2262
13,1997638,127,120.00,2,127,2262
13,2048051,127,90.00,2,127,2265
13,2098485,127,90.00,2,127,2267
13,2148891,127,120.00,2,127,2263
13,2199302,127,90.00,2,127,2266
13,2250031,127,120.00,1,255,2263
13,2300447,127,60.00,1,255,2266
13,2350852,127,30.00,1,255,2262
13,2401254,127,30.00,1,255,2265
13,2451677,127,0.00,1,255,2260
13,2502393,127,30.00,3,180,2265
13,2552814,127,120.00,3,180,2271
13,2603201,127,150.00,3,180,2265
13,2653619,127,150.00,3,180,2265
13,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
14,1039252,127,0.00,0,0,2334
14,1089757,127,30.00,2,127,2261
14,1140181,127,30.00,2,127,2261
14,1190601,127,60.00,2,127,2265
14,1241019,127,60.00,2,127,2269
14,1291435,127,90.00,2,127,2264
14,1341879,127,90.00,2,127,2266
14,1392324,127,90.00,2,127,2272
14,1442738,127,120.00,2,127,2265
14,1493153,127,120.00,2,127,2264
14,1543884,127,120.00,2,127,2266
14,1594307,127,120.00,2,127,2265
14,1644729,127,120.00,2,127,2266
14,1695151,127,90.00,2,127,2262
14,1745555,127,120.00,2,127,2263
14,1795971,127,90.00,2,127,2264
14,1846394,127,120.00,2,127,2265
14,1896805,127,90.00,2,127,2265
14,1947241,127,120.00,2,127,2262
14,1997646,127,120.00,2,127,2261
14,2048052,127,90.00,2,127,2266
14,2098478,127,120.00,2,127,2263
14,2148899,127,120.00,2,127,2265
14,2199331,127,120.00,2,127,2264
14,2250044,127,60.00,1,255,2264
14,2300451,127,60.00,1,255,2263
14,2350848,127,0.00,1,255,2262
14,2401577,127,60.00,3,180,2265
14,2451983,127,90.00,3,180,2266
14,2502384,127,120.00,3,180,2265
14,t_us,target_pwm,rpm_left,motor_command,motor_pwm,loop_us
15,1039249,127,0.00,0,0,2338
15,1089737,127,0.00,2,127,2265
15,1140148,127,60.00,2,127,2262
15,1190564,127,60.00,2,127,2266
15,1240973,127,60.00,2,127,2265
15,1291393,127,90.00,2,127,2264
15,1341793,127,90.00,2,127,2264
15,1392188,127,90.00,2,127,2263
15,1442611,127,120.00,2,127,2262
15,1493030,127,90.00,2,127,2266
15,1543767,127,120.00,2,127,2267
15,1594182,127,90.00,2,127,2262
15,1644600,127,120.00,2,127,2264
15,1695017,127,120.00,2,127,2268
15,1745460,127,150.00,2,127,2266
15,1795864,127,120.00,2,127,2263
15,1846277,127,120.00,2,127,2265
15,1896694,127,120.00,2,127,2265
15,1947093,127,120.00,2,127,2266
15,1997507,127,120.00,2,127,2261
15,2047919,127,120.00,2,127,2266
15,2098344,127,150.00,2,127,2265
15,2148769,127,90.00,2,127,2266
15,2199515,127,120.00,1,255,2266
15,2249919,127,120.00,1,255,2263
15,2300346,127,30.00,1,255,2267
15,2350751,127,0.00,1,255,2264
15,2401491,127,30.00,3,180,2264
15,2451911,127,120.00,3,180,2266
15,2502346,127,120.00,3,180,2267
